Title,Desc_of_movies,IMDB_ID
Oversize Cops ,"While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds.",7547814
Oye Lucky! Lucky Oye! ,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of.",1292703
P ," An orphan girl taught magic by her sick grandma must find work in seedy Bangkok, where unsavory characters run afoul of her increasingly dark powers.",No ID found
P.S. I Love You ," When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",431308
Paan Singh Tomar ,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,1620933
Paathi ,A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.,6399878
Pacific Rim ,"When the world's defenses fail against the threat of alien sea creatures, the task of saving the planet falls to a former pilot and a raw trainee.",1663662
Pacific Rim: Uprising ,"Stacker Pentecost's son, Jake, teams with an old pilot pal and a Jaeger hacker to fight a new monstrous kaiju threat in an immense, humanity-saving war.",2557478
Pacificum: El retorno al océano (Pacificum: Return to The Ocean) ,"Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air.",8026108
The Package ,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything -- including their dignity -- to make him whole again.",7525778
Pad Man ,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",7218518
Paddington ,"Rescued from a train station, Paddington Bear finds a haven with a London family -- until a taxidermist decides to add Paddington to her collection.",1109624
Paddleton ,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.",8041276
Pagpag: Nine Lives ,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted -- and hunted -- by an evil spirit.",No ID found
Paharganj ,"In the underbelly of a Delhi neighborhood, a woman's search for her missing lover collides with drugs, death and a coach grappling with his demons.",7624840
Paheli ,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.,451850
Pahuna ,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",6940696
Pahuyut Fighting Beat (FB: Fighting Beat) ,"When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back.",1264961
Painted Faces (Qi xiao fu) ,"In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.",95937
Palm Trees in the Snow ,"Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.",3202202
Pandigai ,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that.",7087944
Pandora ,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",No ID found
Panipat - The Great Betrayal ,"In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events.",No ID found
Panoptic ,This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.,No ID found
Papa the Great ,"After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.",395701
Papi Chulo ,An improbable friendship develops when a despondent TV weatherman hires a bemused day laborer to paint his deck ... and listen to his problems.,8228538
Papillon ,"Framed and condemned to a penal colony in French Guiana, a safecracker bonds with a counterfeiter and fellow prisoner in a dangerous quest for freedom.",No ID found
Paradise Beach ,"Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand.",7511008
Paradise Lost ,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",No ID found
Paradise PD ," An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",8235236
Paradox ,Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.,No ID found
The Paramedic ,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",11127690
Paranormal Activity 2 ," The unexplained, terrifyingly real supernatural forces are back, and this time, Dan, Kristi, Ali, baby Hunter and dog Abby are part of the nightmare.",1536044
Paranormal Activity 3 ,A malign and murderous spirit continues to dwell within a San Diego home in this second creepy sequel to 2007's chilling Paranormal Activity.,1778304
Paranormal Activity 4 ,"Picking up five years after the bloody events of Paranormal Activity 3, its chilling successor relates a new wave of mysterious suburban horrors.",2109184
Paranormal Investigation ,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",9866700
Parchís: the Documentary ,"The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s.",10511826
Pareeth Pandaari ,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.",6641630
Pari ,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is.",7329858
Paris Is Us (Paris est à nous) ,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.",7920024
Park Na-rae: Glamour Warning ,"Korea's beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she's sassier and dirtier than ever before.",10927068
Parker ,"Parker is a thief -- but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score.",No ID found
Parmanu: The Story of Pokhran ,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist.",6826438
Parrot Sketch Not Included: Twenty Years of Monty Python ,"Presented by Steve Martin, this anthology draws from ""Flying Circus"" and ""Fliegender Zirkus"" to mark the 20th anniversary of the TV series.",213984
Part-Time Idol ,"After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group.",8835780
The Parts You Lose ,"Tormented at home and school, a deaf boy helps a stranger take shelter in an abandoned farm and soon learns that his new friend is a wanted fugitive.",4827922
Party Monster: Scratching the Surface ,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard.",8008382
Paskal ,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.,9063106
Passengers ,"After waking from his hibernation decades ahead of schedule, a lonely passenger on an interplanetary journey decides to rouse a fellow traveler.",1355644
PASSENGERS ,"While working with the surviving passengers of a plane crash, a therapist discovers that their accounts differ from the airline's version.",1355644
Passion. Panache. Pep ,"From delicious delicacies to dream destinations, this collection features vibrant stories on cultural trends across food, fashion and travel in India.",No ID found
Patient Zero ,"After a virus transforms the infected into violent predators, an asymptomatic man helps a group of survivors search for the first victim -- and a cure.",3458254
Patria ,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.",6625730
PATRICK ,"When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life.",6542108
The Patriot , A widower and past war hero just wants to live in peace and farm his land -- until a cruel British officer brings the American Revolution to his door.,187393
Patriots Day ,A tough cop on punishment duty at the Boston Marathon helps track down those responsible for the bombing that stunned the nation.,4572514
Patron Mutlu Son Istiyor ,"Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love.",3233224
Patton Oswalt: Annihilation ,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",7026230
Patton Oswalt: I Love Everything ,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,No ID found
Patton Oswalt: Talking for Clapping ,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",5457520
"Paul, Apostle of Christ ","As he faces execution, apostle Paul preaches the word of Christ as his companion, Luke, pens a revolutionary book that leads to the birth of the church.",7388562
Paulettante Veedu ,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.",6405694
PAW Patrol: Mighty Pups ,"When Harold Humdinger and his super kitties wreak havoc with a giant laser, the Mighty Pups use their superpowers to keep Adventure Bay safe.",6889128
Payday ,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",No ID found
Peace Haven ,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.,4287114
Pedal the World ,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries.",6020164
Pee Mak ,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.",2776344
Pee-wee's Playhouse ,"Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.",90500
Pee-wee's Playhouse: Christmas Special ,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.",251640
Pee-wee's Big Holiday ,A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny -- and his first-ever holiday!,837156
Peepli Live ,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,1447508
Pegasus ,"After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents.",No ID found
Pek Yakında (Coming Soon) ," An ex-movie extra plans to win his wife back by making a fantasy film, but neither he nor his crew has a knack for filmmaking.",3698408
Pekak ,"Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants.",4810104
Penalty ,"At a Lucknow college, an aspiring football player's dream of playing nationally is threatened when he faces discrimination for his Manipuri background.",No ID found
Penelope ,"In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion -- until an unlikely beau stumbles onto the scene.",No ID found
Penn & Teller: Fool Us , The world-famous magic duo brings their singular brand of humor to a competition show in which skilled illusionists vie for a grand prize.,1811179
People Just Do Nothing , Spinning old-school beats is just another day at the office for the naive DJs of a pirate radio station who juggle family life with their passion.,3762198
People You May Know ,The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.,5318534
Peppermint ,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice.",6850820
Perú: Tesoro Escondido ,"It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches.",7679306
Perdida ,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",7841496
The Perfect Date ,"To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated.",8201170
The Perfect Dictatorship ,"After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",3970854
The Perfect Picture: Ten Years Later ,"From flawed husbands to shaky finances, new complications test a close circle of friends who must lean on each other in a new decade of their lives.",12058774
The Perfection ,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",7772580
Period. End of Sentence. ,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence.",6939026
Persona ,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,No ID found
Pete Davidson: Alive From New York ,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City.",11474156
Peter Rabbit ,"In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden.",5117670
Pets United ,A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor -- and his robot army.,11276598
Petta ,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.",8959820
Petta (Telugu Version) ,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.",No ID found
Pettersson and Findus 2 (Pettersson und Findus 2 - Das schönste Weihnachten Überhaupt) ,"Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.",4764566
Phamous ,India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.,8338746
Phantom ,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.,No ID found
Phantom Thread ,"A fashion designer is drawn to a waitress, who becomes his model, muse and lover. With time, their relationship grows in intensity -- and strangeness.",5776858
Phil ,A dentist struggling with depression is startled into self-exploration when a seemingly happy patient commits suicide.,5328006
Phir Bhi Dil Hai Hindustani ,"In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.",222270
Phir Hera Pheri ," Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.",419058
Phir Se ,"The paths of a man and a woman, who have both been recently divorced from their spouses, intersect at an art exhibition in London.",4114302
Phobia 2 ,"From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.",1521846
Phone Swap ,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,9056510
PhotoCopy ,"Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her -- thinking she's her sister.",No ID found
The Photographer Of Mauthausen (El fotógrafo de Mauthausen) ,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.,6704776
Phullu ,"Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins.",6941560
Pick of the Litter ,Five Labrador puppies embark on a 20-month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment.,5644050
Pickpockets ,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.,No ID found
The Pied Piper ,"A shady mayor hires a magical minstrel to lure away rodents with his flute but fails to pay him. Soon, the children of the town begin disappearing.",No ID found
Pihu ,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger.",8458202
Pilgrimage ,"In 13th-century Ireland, a motley group of monks takes on a perilous mission to deliver a precious ancient relic to Rome.",3531202
Pimpal ,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.",7734662
Pineapple Express ," In this stoner buddy comedy, a lazy pothead must go on the run with his dealer after witnessing a murder involving a corrupt cop and a drug kingpin.",910936
Pink ,"A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.",No ID found
Pinky Memsaab ,"When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.",8529070
Pioneers: First Women Filmmakers* ,"This collection restores films from women who tackled hot-button issues, transcended norms, and left a mark on the history of cinema and the industry.",No ID found
Pitch Perfect 3 ,"With college long behind them, a capella stars, the Bellas, reunite for a competition abroad that tests their range and friendship.",4765284
Pixels ," When aliens attack Earth in the style of old video games, the president and his childhood pals (a pack of former arcade kings) swing into action.",No ID found
Pizza ,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.,No ID found
PK , Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,2338151
The Plagues of Breslau (Plagi Breslau) ,"After a body is found sewn inside a cow hide, a Wrocław detective discovers a killer is recreating an 18th-century ""plague"" of criminal punishments.",8618118
Planet Hulk ,"When Earth's superheroes exile the volatile Incredible Hulk to a distant planet called Sakaar, the muscle-bound green monster is sold into slavery.",1483025
Planetarium ,"In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker.",No ID found
The Platform ,"In a prison where inmates on high floors eat better than those below, who get the scant scraps, one man tries to effect change so everyone gets enough.",8228288
The Player (Ghesh Al Zawgeyya) ,"To save his father's company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him.",3914450
Players ," Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",No ID found
The Players (Gli infedeli) ,"From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.",10168672
Playing for Time ,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.",81344
PNL - Dans la légende tour ,"French rap duo PNL deliver hypnotic visuals and perform popular tracks from their album ""Dans la légende"" and more at the Bercy Arena in Paris.",No ID found
Poacher ,A daring farmer steals illicit ivory from a group of international terrorists and must elude their dangerous and deadly games.,No ID found
The Poetist ,"Leading female artists and influencers find expression in music and verse, while boldly speaking up about issues facing women in India.",12344952
Point Blank ,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.",2499472
Pokémon the Movie: I Choose You! ,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.",6595896
Pokémon the Movie: Power of Us ,"Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!",8108230
Pokémon: Mewtwo Strikes Back - Evolution ,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",8856470
Polar ,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out.",4139588
Polaroid ,A teen's discovery of a vintage Polaroid camera develops into a darker tale when she finds that whoever takes their photo with it dies soon afterward.,No ID found
Police Academy ,A mayor's decision to open the police academy to all applicants draws a swarm of sad sacks who have no business protecting and serving anything.,87928
The Polka King ,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",5539052
Pom Poko ,"Pushed out of their forests by human development, the wild tanuki of Tama Hills fight back with their shape-shifting powers -- if they can get it right.",110008
Ponyo ,"A 5-year-old boy named Sosuke forges a friendship with a goldfish princess named Ponyo, who desperately wants to become human.",876563
Pooja Kiven Aa ,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",2767806
"Pop, Lock 'n Roll ",An ambitious hip-hop dancer jeopardizes his rising career when his affections for an ominous producer's wife threatens to stomp out all of his success.,2336014
Porco Rosso ,"When sky pirates terrorize the Adriatic Sea, this Italian pilot is the only one brave enough to take them on. Only catch: he's half-man, half-pig.",104652
Posesif ,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,7541708
Poshter Girl ,"In a town infamous for female infanticide, a young woman's arrival has local bachelors vying for her hand in marriage -- but she has a bigger agenda.",5323386
The Postcard Killings ,"Following the murders of his daughter and son-in-law, a tortured NYPD detective travels to Europe, where he teams up with an investigative journalist.",4106514
Poster Boys ,"Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims.",6352548
Potato Potahto ,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.,6950250
Pottersville ,"A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town.",3672120
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe ,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show.",5338774
Power Paandi ,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love.",6734886
Power Rangers ,"After five high school misfits uncover coins that grant them superpowers, they must come together as a team to save the world from an ancient evil.",3717490
Power Rangers Beast Morphers , A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,8022978
Power Rangers Dino Charge ,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.",3521854
Power Rangers Dino Super Charge ,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.,3521854
Power Rangers Dino Thunder ,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.",No ID found
Power Rangers in Space ,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who&#39;s been abducted by Dark Specter.",120575
Power Rangers Jungle Fury ,The Power Rangers travel to California in search of their new master and find him running a pizza parlor -- so they join the staff to be trained.,1121628
Power Rangers Lightspeed Rescue ,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.",212686
Power Rangers Lost Galaxy ,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.",175059
Power Rangers Mystic Force ,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers -- the Mystic Force Power Rangers -- to save mankind.",451469
Power Rangers Ninja Steel ,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.,5335606
Power Rangers Ninja Storm ,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.",No ID found
Power Rangers Operation Overdrive ,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.",No ID found
Power Rangers RPM ,"The Power Rangers&#39; new member, Dillon, isn&#39;t sure he wants to be on the team until he has a dream that sets the Rangers into action.",No ID found
Power Rangers S.P.D. ,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.",414762
Power Rangers Samurai ,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth&#39;s elements to battle dark forces.",1704503
"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special) ","On Christmas Eve, as the teens at Shiba House reflect on their first year together, they get an unexpected lesson on the true spirit of the holidays.",2079242
Power Rangers Samurai: Clash of the Red Rangers ,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred&#39;s Mooger army and a robotic villain from the RPM Ranger&#39;s dimension.,6099542
Power Rangers Samurai: Party Monsters (Halloween Special) ,"On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers.",1918137
Power Rangers Super Megaforce ,"Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar.",2236126
Power Rangers Super Megaforce: The Legendary Battle (Extended) ,"New footage augments the tale of the Rangers, who give their all to save Earth from Vrak and Emperor Mavro, as the Armada stages an epic final attack.",4962796
Power Rangers Super Samurai ,"The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator.",No ID found
Power Rangers Super Samurai: Stuck on Christmas ,The Samurai Rangers get stuck in the Megazord&#39;s cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?,2345064
Power Rangers Super Samurai: Trickster Treat ,"When a Nighlok invades the Samurai Rangers&#39; dreams and turns them into nightmares, the Rangers must figure out what is reality and what is illusion.",2431328
Power Rangers Time Force ,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter.",256278
Power Rangers Turbo ,"The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers&#39; beloved Angel Grove.",No ID found
Power Rangers Wild Force ,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.",287871
Power Rangers Zeo ,"This &#39;Mighty Morphin Power Rangers&#39; spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal.",115319
Power Rangers: Megaforce ,"When Earth is threatened by a massive alien invasion, the planet&#39;s supernatural guardian calls upon five teenagers to form the ultimate defense team.",2236126
Power Rangers: Megaforce: Raising Spirits ,"On Halloween, the scariest night of the year, the Rangers have a strange encounter with a mysterious medium who conjures &#39;visions&#39; of monsters past.",3247258
Power Rangers: Megaforce: The Robo Knight Before Christmas ,Robo Knight learns the meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped to a foreign land.,2881894
Prague ,The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.,No ID found
Pranaam ,"Aspiring to fulfill his father's dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin.",7228072
Prank Encounters ,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,10487072
The Predator ,"When a Predator ship crash-lands on Earth, an alien tracker, a secret government agency, a biologist and a group of military castoffs race to find it.",3829266
Prelude to War ,"Frank Capra's documentary chronicles the rise of authoritarianism in Germany, Italy and Japan as America prepares for a defense of liberty.",35209
Prem Ratan Dhan Payo ," While recovering from an assassination attempt four days prior to his coronation, a stern prince is replaced by a joyful and generous doppelgänger.",3595298
Premonition ,Linda is devastated when her husband dies suddenly in a car crash -- but then he reappears the next day as if nothing ever happened.,477071
Pretty Little Stalker ,"When a self-help writer's advice goes wrong, she finds herself in the crosshairs of an obsessive young woman with a thirst for vengeance.",8667120
Pretville ,A farm boy and a greaser pluck at the heartstrings of their town's most beloved daughter while her mom faces old feelings when a pop star comes home.,2631210
The Price of Success ,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",6194540
Priest , Paul Bettany stars as a man of the cloth who's hell-bent on rescuing his niece while taking down a horde of rampaging vampires in the process.,822847
Primal ,A big-game hunter transporting rare finds by freighter ship pursues a different kind of deadly creature when a violent prisoner escapes onboard.,7394816
Prince ,"To better himself, a spoiled prince temporarily assumes a commoner's identity. But he soon learns his palace has been gifted to his father's new wife.",2239
Prince Charming (Ching wa wong ji) ,"Two young buddies seek love in Hawaii, and upon returning home in disappointment, soon entangle themselves in a messy identity swap.",87960
Prince of Peoria , A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,8001718
Prince of Peoria: A Christmas Moose Miracle ,"Teddy's never missed the Festival of Lights, but the bowling alley's been snowed in! Not to worry -- Emil insists the Christmas moose will save the day.",9315916
Princess Mononoke ,A prince infected with a lethal curse sets off to find a cure and lands in the middle of a battle between a mining town and the animals of the forest.,119698
The Princess Switch ,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",8954732
Print the Legend ,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",3557464
Prison Playbook ,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",No ID found
Private Life ,"Struggling to conceive, a couple in their 40s are almost out of options -- until a sliver of hope arrives in the form of their visiting step-niece.",5536610
Professor ,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,No ID found
Professor Marston and the Wonder Women ,"A respected Harvard psychologist conceals a secret double life as one-third of a polyamorous relationship -- and the creator of ""Wonder Woman.""",6133130
Project Marathwada ,"After his son's suicide, a debt-ridden farmer seeks justice from the government. But as his pleas are mocked and rebuffed, his own will to live erodes.",5714802
Project Mc² , Teenage spy McKeyla teams up with three other super-smart girls to become secret agents who use their science and tech skills to save the day.,4861760
Project Mc²: Happy Birthday to You! ,"McKeyla and the agents of NOV8 have chosen you for a special secret mission, and A.D.I.S.N. is here to deliver the clues!",No ID found
Project Papa ,"When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",7243756
Project Power ,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",7550000
The Promise ,"In the wake of the 1997 financial crisis, two teens whose families face bankruptcy make a suicide pact -- but one of them breaks the promise.",4776998
The Promise ,"When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge.",4776998
Prospect ,A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.,7946422
Proud Mary ,"In trying to protect an orphaned boy, a guilt-ridden hit woman sparks a bitter mob war and soon faces tremendous threats from all sides.",6421110
